일자	단어	뜻
57일차	blanket	담요
57일차	stay	머무르다
57일차	fulfill 	충족하다
57일차	article 	(소)논문
57일차	unbounded 	구애되지 않는
57일차	passenger 	"여객, 승객"
57일차	reject 	"배격하다, 거부하다"
57일차	allocate	할당하다
57일차	regain 	"회복하다, 되찾다"
57일차	keep up to date 	최신 정보를 계속 알다[유지하다]
57일차	phenomenon 	현상 (pl. phenomena)
57일차	famous	유명한
57일차	device	고안
57일차	expert 	전문가
57일차	transmit 	전달하다
57일차	curriculum	과목
57일차	abundance 	"풍요, 풍부"
57일차	non-aggressive 	공격적이지 않은
57일차	emphasize 	강조하다
57일차	remote 	외딴
57일차	significant 	상당한
57일차	translate ~ into …	~을 ?으로 바꾸다
57일차	short	짧은
57일차	short 	부족한
57일차	neighborhood 	"동네, 이웃"
57일차	course of action 	행동 방침
57일차	ingrained 	깊이 배어든
57일차	cord	밧줄
57일차	statement 	진술
57일차	landline 	유선 전화
57일차	respective 	"각각의, 각자의"
57일차	injury 	"상해, 부상 02"
57일차	means 	수단
57일차	dominance 	"우위, 지배"
57일차	hazard	위험
57일차	moral	도덕의
57일차	heart	심장
57일차	drop	방울
57일차	title	표제
57일차	institution 	"기관, 단체"
58일차	order 	질서
58일차	complement	보완하는 것
58일차	exploit 	"개발[개척]하다, 이용하다"
58일차	assumption 	가정
58일차	car	자동차
58일차	sift 	"거르다, 선별하다"
58일차	collision 	"충돌, 부딪힘"
58일차	superb	장려한
58일차	illustration 	삽화
58일차	dictate	받아쓰게 하다
58일차	concerned 	"신경을 쓰는, 관심을 가진"
58일차	shift 	"옮기다, 바꾸다"
58일차	morality 	도덕(성)
58일차	additional 	추가적인
58일차	meal	식사
58일차	dispute	논쟁하다
58일차	each	각각의
58일차	swim	헤엄치다
58일차	peer 	"동료, (같은) 집단의 사람"
58일차	reason 	(논리적으로) 생각하다
58일차	hat	(테있는)모자 모자를 씌우다
58일차	rubber	맛사지사
58일차	community	공동생활체
58일차	expert	숙련가
58일차	soul	혼
58일차	cycle	순환
58일차	arm	팔
58일차	acutely 	강렬하게
58일차	shipment 	(탁송된) 화물
58일차	victim 	"희생자, 피해자"
58일차	negotiator 	협상자
58일차	wheat	밀
58일차	figure out 	~을 알아내다
58일차	drawing 	추첨
58일차	puppy	강아지
58일차	regulate 	"규제하다, 통제하다"
58일차	pay respect to 	~을 존중하다
58일차	diverse 	다양한
58일차	confidence 	신뢰
58일차	validity 	타당성
58일차	ineffective 	비효과적인
58일차	recycle	재생 이용하다
58일차	great	커다란
58일차	caring 	배려하는
58일차	honor	명예
58일차	inevitable 	불가피한
58일차	subtle	미묘한
58일차	expel 	"쫓아내다, 추방하다"
58일차	ultimately 	결국
58일차	planet 	행성
59일차	utility 	"효용, 유용"
59일차	institute 	기관
59일차	utter	전적인
59일차	illustrate 	잘 보여 주다
59일차	overnight	전날밤의
59일차	measure 	조치
59일차	theft 	절도 사건
59일차	geology	지질학
59일차	subscribe to 	~에 동의하다
59일차	not nearly 	결코 ~ 아닌
59일차	inevitable 	불가피한
59일차	transformation 	"전환, 변환"
59일차	due to 	~ 때문에
59일차	speech 	"말, 발화"
59일차	benefit	이익
59일차	congress	회의
59일차	intermediate 	중간의
59일차	fascinating 	대단히 흥미로운
59일차	significant	중요한
59일차	flock	무리
59일차	pursue 	추구하다
59일차	county	주
59일차	patent	전매특허권 전매특허의
59일차	disadvantage	불리
59일차	microevolution 	소진화
59일차	descend	내려오다
59일차	resort to 	~에 의존하다
59일차	regulatory 	규제의
59일차	adopt 	채택하다
59일차	crash 	붕괴
59일차	thereby 	"그렇게 함으로써, 그것에 의하여"
59일차	conserve 	보존하다
59일차	division of labor 	분업
59일차	by the same token 	같은 이유로
59일차	purpose	목적
59일차	stack	낟가리
59일차	grab 	"붙들다, 붙잡다"
59일차	antireligious 	종교에 반하는
59일차	tend	(-의)경향이 있다
59일차	price discrimination 	가격 차별(동등한 원가의 상품을 구매 자에 따라 다른 값에 파는 일)
59일차	feature 	특징
59일차	cast	던지다
59일차	reduce 	줄이다
59일차	enclose	에워싸다
59일차	compel	억지로 -시키다
59일차	close	닫다
59일차	management board 	이사회
59일차	non-aggressive 	공격적이지 않은
59일차	register 	등록하다
59일차	instability 	불안정성
60일차	collect	모으다
60일차	viewpoint	관점
60일차	creature	창조물
60일차	retailer 	"소매업자, 소매상"
60일차	unique 	"유일한, 유례가 없는"
60일차	superior 	우월한
60일차	background	배경
60일차	religion	종교
60일차	statistics 	통계학
60일차	aimlessly 	목적 없이
60일차	subsequent 	"후속의, 이어지는"
60일차	share 	주식
60일차	downturn 	"침체, 하락"
60일차	well-being 	"행복, 복지"
60일차	mechanics 	"역학, 기계학"
60일차	extinct	꺼진
60일차	multigenerational 	다세대의
60일차	flee	달아나다
60일차	ingredient	성분
60일차	turn down 	~을 거절하다
60일차	convince 	확신시키다
60일차	setting 	설정
60일차	subjective 	주관적인
60일차	substance 	물질
60일차	treat 	특별한 음식
60일차	in distress 	곤경에 처한
60일차	accumulation 	축적
60일차	inventory 	목록
60일차	insurance 	보험
60일차	persist 	지속되다
60일차	literally 	말 그대로
60일차	convention 	"관습, 관례"
60일차	tie 	유대 (관계)
60일차	glimpse	흘끗 봄
60일차	disclose	나타내다
60일차	access 	"입수하다, 접근하다"
60일차	sticky-fingered 	(군것질을 하여) 손가락이 끈끈한
60일차	practice 	실행하다
60일차	feasting 	"잔치, 연회"
60일차	previously 	이전에
60일차	investigator 	조사관
60일차	passenger	승객
60일차	uncomfortable 	불편한
60일차	restrict	제한하다
60일차	alter 	바꾸다
60일차	strategy 	전략
60일차	club	클럽
60일차	complementary 	보완적인
60일차	share 	주식
60일차	stroke	한번치기
61일차	enter	들어가다
61일차	reputation	평판
61일차	urban 	도시의
61일차	into	-안으로
61일차	award 	상
61일차	spot 	발견하다
61일차	territorial 	"영역의, 영토의, 세력권의"
61일차	step	걷다
61일차	telephone directory 	전화번호부
61일차	praise	칭찬
61일차	contentedly 	"만족스럽게, 기꺼이"
61일차	corporate	법인조직의
61일차	so-called 	소위
61일차	exaggerated 	과장된
61일차	abandon 	버리다
61일차	operate 	"운영되다, 운영하다"
61일차	regulate 	"규제하다, 통제하다"
61일차	one	하나(의)
61일차	symbolize 	상징하다
61일차	illustrator 	삽화가
61일차	lean 	날씬한
61일차	grade 	"점수를 주다, 등급을 매기다"
61일차	melt	녹다
61일차	ecosystem 	생태계
61일차	anxious	걱정되는
61일차	primary 	"주된, 일차적인"
61일차	replace 	대체하다
61일차	boundary 	경계(선)
61일차	strange	이상한
61일차	stiff	굳은
61일차	food	음식
61일차	subway	지하도
61일차	absorb 	흡수하다
61일차	rock	바위
61일차	Confucianism 	유교
61일차	guy	녀석
61일차	inclination 	성향
61일차	self-defeating 	"자멸적인, 문제를 오히려 키우는"
61일차	formula	공식
61일차	lecture	강의
61일차	maintain 	유지하다
61일차	in the abstract 	추상적으로
61일차	perceive 	인식하다
61일차	concern 	"염려, 관심사"
61일차	assess 	평가하다
61일차	perception 	인식
61일차	over	위쪽
61일차	decline 	감소
61일차	property 	"속성, 성질"
61일차	confirm 	"확인하다, 확증하다"
62일차	insure	보증하다
62일차	compromised 	훼손된
62일차	big picture 	"큰 그림, 전체적인 상황"
62일차	property 	재산
62일차	ethnicity 	민족 (집단)
62일차	up	위로
62일차	cupboard	찬장
62일차	gradual 	점진적인
62일차	apply oneself 	"열심히 노력하다, 전념하다"
62일차	rear 	기르다
62일차	denial 	(존재의) 부인
62일차	but then 	하기야 그래서
62일차	psychologist 	심리학자
62일차	eyewitness 	목격자
62일차	dwell on 	~에 대해 곰곰이 생각하다
62일차	industry 	산업
62일차	intellect 	"지력, 지적 능력"
62일차	primitive 	"원시적인, 초기의"
62일차	district	지구
62일차	initial	처음의
62일차	alien	외국의
62일차	resolution 	결의안
62일차	pupil	흔히 국민학교 중학교 학생
62일차	summarize 	요약하다
62일차	sacrifice	희생
62일차	plant-level data 	공장 수준 데이터
62일차	grade	등급
62일차	blonde	(살결이 흰)금발의 여성
62일차	founder 	창시자
62일차	wander	헤매다
62일차	tricky 	까다로운
62일차	back	등
62일차	line up 	줄을 서다
62일차	trigger 	촉발하다
62일차	narrative 	이야기
62일차	ground	땅
62일차	sigh	한숨
62일차	continuous 	지속적인
62일차	employ 	사용하다
62일차	tropical 	열대의
62일차	liquid	액체
62일차	fish	물고기
62일차	initial 	처음의
62일차	tutor	가정교사
62일차	wish	바라다
62일차	instead	그 대신에
62일차	mass 	"대량의, 대중의"
62일차	puzzle over 	"~을 두고 골똘히 생각하다, ~을 숙고 하다"
62일차	flatter 	아첨하다
62일차	suspicious 	의심하는
63일차	suppose	상상하다
63일차	simulate 	"모조하다, 흉내 내다"
63일차	ethnocentric 	자기 민족 중심적인
63일차	avoid	피하다
63일차	shifting 	"변경되는, 이동하는"
63일차	inform	알리다
63일차	atom 	원자
63일차	violate 	어기다
63일차	take place 	"일어나다, 발생하다"
63일차	dedicated 	헌신적인
63일차	pioneering 	"선구적인, 선도적인"
63일차	maintain 	유지하다
63일차	innate 	"타고난, 선천적인"
63일차	point	점
63일차	excommunication 	"제명, 추방"
63일차	lean 	날씬한
63일차	turn	돌리다
63일차	collaborator 	"공동 연구자, 협력자"
63일차	extent 	"정도, 범위"
63일차	applicant 	지원자
63일차	mining 	채굴
63일차	glass	유리
63일차	crown 	"왕위, 왕권"
63일차	violently 	격렬하게
63일차	substantial 	실질적인
63일차	informed 	잘 아는
63일차	exclusively 	배타적으로
63일차	constant 	"끊임없는, 지속적인"
63일차	how	어떻게
63일차	pause	중지
63일차	twist	꼬이다
63일차	suicide	자살 자살하다
63일차	prove	"시험하다, 실험하다, 경험하다, 시험해 보다"
63일차	reflection 	"반영, 반사"
63일차	substitute ~ for …	"… 대신에 ~을 쓰다, ~으로 …을 대체하다"
63일차	gun	총
63일차	biology	생물학
63일차	decay	쇠퇴하다
63일차	time	때
63일차	scratch	"할퀴다, 할퀴어 상처 를 내다  긁다"
63일차	attract	끌어 당기다
63일차	mark 	"자국, 흔적"
63일차	company 	"함께 있음, 동료"
63일차	delegate	파견하다
63일차	authentic	진짜의
63일차	differentiate 	"구별하다, 식별하다"
63일차	convince 	확신시키다
63일차	digit 	(0부터 9까지의) 아라비아 숫자
63일차	prompt 	촉구하다
63일차	cell	작은 방
64일차	well-behaved 	"얌전한, 품행이 바른"
64일차	refund 	"환불, 환불금"
64일차	trap	덫
64일차	means 	수단
64일차	hesitancy 	"주저, 망설임"
64일차	regulate 	조절하다
64일차	flush	왈칵흐르다
64일차	transport 	운송하다
64일차	come about 	"일어나다, 생기다"
64일차	approximate	어림셈의
64일차	additionally 	게다가
64일차	appropriate 	적절한
64일차	handicap	불리한 조건
64일차	advocate 	"옹호하다, 지지하다"
64일차	be detached from 	~에서 분리되다
64일차	descend 	내리다
64일차	widow 	미망인
64일차	overcome	이기다
64일차	buzz	윙윙거리는 소리
64일차	unfamiliar 	낯선
64일차	criticize	비평하다
64일차	million	백만
64일차	integrate 	통합하다
64일차	prove 	증명하다
64일차	self-awareness 	"자기 인식, 자각"
64일차	cautious 	신중한
64일차	revive	소생하다
64일차	transport	수송(운송)하다
64일차	decay 	"부패하다, 썩다"
64일차	put aside 	~을 제쳐 두다
64일차	estimate 	"추정치, 추산"
64일차	New Deal 	뉴딜 정책(미국이 1930년대의 대공황 기에 실시한 경제 부흥과 사회 보장 증 진 정책)
64일차	element 	"요소, 원소"
64일차	primary 	주된
64일차	sink 	가라앉다
64일차	brilliant 	"훌륭한, 화려한"
64일차	phenomenon 	현상 (pl. phenomena)
64일차	fall	떨어지다
64일차	reproduce 	번식하다
64일차	spark 	촉발하다
64일차	vehicle	"운반 기구, 운송 수단,  수레, 차량, 탈것"
64일차	unify	하나로 하다
64일차	extend	뻗다
64일차	substitute	대용하다 대신하다 대리(인)
64일차	dry	마른
64일차	integrate	통합하다
64일차	suspension 	"유예, 중지"
64일차	state 	상태
64일차	strengthen 	강화하다
